MOBILE_NUMBER,CERT_NO,NAME,CERT_TYPE,GENDER,AGE,INNET_DATE,AREA_ID,PAY_MODE,SERVICE_TYPE,GROUP_FLAG,USER_STATUS,STOP_MONTH,TOTAL_FEE_FIRST,OUT_FLUX_FEE_FIRST,OUT_CALL_FEE_FIRST,INTER_LONG_FEE_FIRST,INCR_FEE_FIRST,TOTAL_FEE_SECOND,OUT_FLUX_FEE_SECOND,OUT_CALL_FEE_SECOND,INTER_LONG_FEE_SECOND,TOTAL_FEE_THIRD,OUT_FLUX_FEE_THIRD,OUT_CALL_FEE_THIRD,INTER_LONG_FEE_THIRD,OUT_DURA_M1,OUT_NUM_M1,IN_DURA_M1,IN_NUM_M1,OUT_COUNROAM_NUM_M1,OUT_INTERROAM_NUM_M1,IN_COUNROAM_NUM_M1,IN_INTERROAM_NUM_M1,OUT_COUNLONG_NUM_M1,OUT_INTERLONG_NUM_M1,TOTAL_FLUX_M1,FREE_FLUX_M1,BILL_FLUX_M1,FACTORY_DESC,UP_TIME,DEV_CHANGE_NUM_Y1,WEIXIN_APP_NUM_M1,WX_VISIT_CNT_M1,WX_ACTIVE_MAX_DAYS_M1,GOUWU_APP_NUM_M1,GW_VISIT_CNT_M1,GW_ACTIVE_MAX_DAYS_M1,SJYH_APP_NUM_M1,SJYH_VISIT_CNT_M1,SJYH_ACTIVE_MAX_DAYS_M1,WAIMAI_APP_NUM_M1,WM_VISIT_CNT_M1,WM_ACTIVE_MAX_DAYS_M1,daikuan_app_num_m3,REAL_HOME_FLAG_M1,LIKE_HOME_FLAG_M1,REAL_WORK_FLAG_M1,LIKE_WORK_FLAG_M1,ST_NUM_M1,MONTH_ID,Y
13000001110,A00001110,A00001110,0101,1,28,07/06/2013,V0370100,01,40AAAAAA,1,11,0,107.0,0.0,0,0.0,0,107.0,0.0,0,0.0,117.0,0.0,0,0.0,54.916666667,45,239.73333333,77,0,0,0,0,11,0,1410.8918724,1410.8918724,0,苹果,2017-09-19,4,1,10770,30,6,465,17,0,,,1,4,2,1,1,1,0,0,173,201801,0
13000001111,A00001111,A00001111,0101,1,23,10/01/2017,V0410100,05,200101AA,0,12,0,100.3,97.19,0,0.0,0,99.1,97.19,0,0.0,100.5,97.19,0,0.0,485.333332,233,103.500001,111,0,0,0,0,107,0,14576.612105,14576.612105,0,苹果,2017-10-01,1,1,58510,30,22,4057,28,1,2,1,3,129,13,12,0,0,1,1,185,201801,0
13000001112,A00001112,A00001112,0101,2,38,09/06/2002,V0320800,01,40AAAAAA,1,11,0,157.32,8.37,20.85,0.0,22,144.28,34.86,0,0.0,148.95,10.0,10.95,0.0,348.93333333,168,268.05,217,0,0,0,0,27,0,1054.0822801,1037.7240991,16.35818101,欧珀,2017-04-01,1,1,29688,31,14,11772,31,1,2,1,1,10,7,9,0,1,0,1,60,201801,0
13000001113,A00001113,A00001113,0101,1,23,12/10/2016,V0610100,01,40AAAAAA,0,11,0,43.2,0.0,7.2,0.0,0,39.3,0.0,3.2,0.0,39.8,0.0,3.7,0.0,56.416666667,34,56.816666667,33,10,0,9,0,24,0,4905.6326294,4905.6326294,0,魅族,2017-10-31,4,1,5863,23,6,945,16,0,,,1,1,1,5,1,1,0,0,166,201801,0
13000001114,A00001114,A00001114,0101,1,28,11/22/2010,V0410600,01,40AAAAAA,0,11,0,79.67,59.4,1.1,0.0,0,66.48,39.0,11.1,0.0,16.07,0.0,0,0.0,114.35,132,951.33333333,274,131,0,273,0,0,0,1703.4415369,1520.6672506,182.77428626,**,2015-08-01,1,1,9170,30,6,121,13,0,,,1,7,1,5,0,0,0,0,211,201801,0
13000001115,A00001115,A00001115,0101,1,22,04/26/2017,V0620100,01,40AAAAAA,0,11,0,76.3,39.9,16.6,0.0,0.8,62.4,32.1,10.7,0.0,57.7,33.7,5,0.0,117.91666667,90,143.76666667,135,6,0,10,0,8,0,19047.960258,18327.938472,720.02178572,华为,2017-04-26,1,1,49592,30,13,1108,19,0,,,1,5,3,1,1,1,0,0,333,201803,0
13000001116,A00001116,A00001116,0101,2,23,02/19/2014,V0510100,01,40AAAAAA,1,11,0,235.1,60.0,0,0.0,39.1,230.0,0.0,0,0.0,230.0,0.0,0,0.0,54.7,59,98.233333333,135,0,0,0,0,4,0,21291.668909,21090.730418,200.93849088,苹果,2018-01-28,1,1,7616,21,6,604,13,0,,,2,16,1,14,0,0,0,0,111,201801,0
13000001117,A00001117,A00001117,0101,1,34,02/10/2014,V0460200,01,40AAAAAA,0,11,0,297.8,25.2,25.6,0.0,0,243.8,0.0,17.6,0.0,196.9,0.0,0.3,0.0,882.78333333,560,333.4,297,0,0,0,0,126,0,12075.577062,11988.86972,86.70734215,华为,2017-03-19,1,1,29797,31,19,4372,30,2,10,1,2,8,4,16,1,1,0,0,340,201801,0
13000001118,A00001118,A00001118,0101,1,33,03/10/2014,V0140400,01,40AAAAAA,1,11,0,70.63,0.0,35.2,0.0,3,126.89,46.2,26,0.0,170.87,29.1,0,0.0,117.13333333,158,157.06666667,225,0,0,0,0,0,0,6143.3742027,6143.3742027,0,苹果,2017-12-29,4,1,27278,28,10,4053,28,0,,,1,105,2,11,0,1,1,1,193,201802,0
13000001119,A00001119,A00001119,0101,1,27,11/13/2015,V0210100,01,40AAAAAA,0,11,0,36.0,30.0,0,0.0,0,6.0,0.0,0,0.0,31.45,20.0,1.05,0.0,12.466666667,13,2.3833333333,3,11,0,1,0,0,0,390.15906049,206.89758302,183.26147747,苹果,2018-02-22,4,1,1520,7,5,200,5,0,,,0,,,3,0,0,0,0,33,201803,0
13000001120,A00001120,A00001120,0101,1,44,09/26/2010,V0310000,01,40AAAAAA,0,11,0,98.0,0.0,0,0.0,0,60.0,0.0,0,0.0,61.8,0.0,0,0.0,390.13333333,291,294.08333333,172,4,0,2,0,26,0,9461.1194267,9461.1194267,0,Apple,2015-02-27,1,1,18356,25,20,9141,26,1,27,16,1,18,5,12,0,1,0,0,506,201803,0
13000001121,A00001121,A00001121,0101,2,32,01/15/2011,V0350500,01,40AAAAAA,0,11,0,98.6,0.0,0,0.0,0.6,154.7,78.6,0,0.0,88.0,12.0,0,0.0,243.06666667,163,176.95,155,0,0,0,0,67,0,3421.5215425,3420.6661185,0.85542393,苹果,2016-03-04,1,1,4279,29,4,98,7,0,,,1,10,2,4,0,1,0,1,74,201801,0
13000001122,A00001122,A00001122,0101,2,29,05/22/2014,V0372801,01,40AAAAAA,0,11,0,50.83,0.0,0,0.0,0,55.62,0.0,0,0.0,34.52,0.0,0,0.0,293.58333333,194,379.53333333,225,10,0,29,0,51,0,9420.0216073,9420.0216073,0,维沃,2016-03-03,1,1,38713,31,12,3196,31,3,166,6,2,13,2,15,1,1,0,1,133,201801,0
13000001123,A00001123,A00001123,0101,1,26,04/02/2014,V0360100,01,40AAAAAA,0,11,0,98.0,0.0,0,0.0,11,98.0,0.0,10.95,0.0,103.65,0.0,16.65,0.0,139.38333333,52,203.83333333,107,23,0,45,0,2,0,744.88220406,744.88220406,0,苹果,2017-04-10,1,1,5730,15,4,28,4,2,59,1,0,,,2,0,0,0,0,92,201803,0
13000001124,A00001124,A00001124,0101,1,28,03/01/2012,V0610100,01,40AAAAAA,0,11,0,476.0,300.0,0,0.0,0,646.0,480.0,0,0.0,466.0,300.0,0,0.0,250.31666667,190,477.6,324,0,0,0,0,5,0,8996.6279468,7808.9394655,1187.6884813,**,2015-08-29,1,1,3996,30,11,445,26,1,12,3,0,,,12,1,1,1,1,223,201803,0
13000001125,A00001125,A00001125,0101,1,22,09/07/2013,V0340100,05,30AAAAAA,0,11,0,33.25,0.0,5.25,0.0,0,28.0,0.0,0,0.0,52.53,24.53,0,0.0,54.333334,48,49.516665,59,1,0,0,0,15,0,1.2158203125,1.2158203125,0,魅族,2018-02-06,1,,,,,,,,,,,,,4,0,1,1,1,64,201803,0
13000001126,A00001126,A00001126,0101,1,24,03/20/2017,V0340100,05,200101AA,0,11,0,65.75,0.0,10.05,0.0,0,43.7,0.0,2.7,0.0,120.0,22.65,40.65,0.0,47.9,39,20.766665,27,39,0,27,0,0,0,1559.7929687,1559.7929687,0,苹果,2017-03-20,1,1,1535,16,7,337,9,3,48,2,1,2,1,4,0,1,1,1,26,201802,0
13000001127,A00001127,A00001127,0101,2,32,10/19/2013,V0410100,01,40AAAAAA,0,11,0,19.3,0.0,0,0.0,13,19.0,0.0,0,0.0,19.1,0.0,0,0.0,306.25,74,312.36666667,178,0,0,0,0,11,0,802.93390656,802.93390656,0,苹果,2018-01-01,3,1,6323,18,11,973,10,0,,,1,8,1,7,0,1,1,1,115,201801,0
13000001128,A00001128,A00001128,0101,1,32,09/11/2016,V0412300,01,40AAAAAA,0,11,0,48.25,0.0,0,0.0,0,37.09,0.0,0,0.0,37.54,0.0,0,0.0,166.3,49,152.15,52,41,0,43,0,0,0,79.91724014,79.91724014,0,小米,2018-03-19,6,1,5,1,0,,,0,,,0,,,,0,1,0,1,132,201803,0
13000001129,A00001129,A00001129,0101,2,37,06/22/2013,V0320600,01,40AAAAAA,0,11,0,186.6,0.0,110.1,0.0,0,141.85,0.0,35.85,0.0,157.1,60.0,21,0.0,765.7,333,941.46666667,292,69,0,58,0,77,0,1414.757843,1414.757843,0,欧珀,2016-10-15,1,1,20154,27,10,1107,24,0,,,0,,,16,0,0,0,0,359,201803,0
13000001130,A00001130,A00001130,0101,1,40,03/10/2012,V0370700,01,40AAAAAA,1,11,0,228.15,57.9,66.94,0.0,0,140.75,0.0,57.44,0.0,110.95,0.0,27.64,0.0,642.03333333,450,810.56666667,499,450,0,499,0,0,0,3976.6155767,3791.3524408,185.2631359,苹果,2017-08-04,1,1,25403,31,21,4814,31,1,46,8,3,22,3,15,1,1,0,0,126,201801,0
13000001131,A00001131,A00001131,0101,2,46,12/30/2015,V0370800,01,40AAAAAA,0,11,0,233.8,60.0,0,0.0,37,128.85,0.0,0,0.0,163.9,4.59,0,0.0,286.2,239,231.61666667,273,10,0,7,0,17,0,40823.980089,40573.660231,250.31985759,苹果,2017-08-25,1,1,58212,31,15,1749,28,0,,,0,,,20,0,1,0,0,178,201803,0
13000001132,A00001132,A00001132,0101,1,26,02/24/2016,V0320100,01,40AAAAAA,0,11,0,140.4,0.0,5.4,0.0,9,142.95,0.0,7.95,0.0,148.35,0.0,13.05,0.0,129.96666667,177,82.55,106,2,0,4,0,55,0,3017.986845,3017.986845,0,苹果,2017-11-18,1,1,8461,30,15,2467,30,1,110,5,1,9,5,10,1,1,0,1,94,201801,0
13000001133,A00001133,A00001133,0101,1,40,03/02/2014,V0440100,01,40AAAAAA,0,11,0,106.0,0.0,0,0.0,0,106.0,0.0,0,0.0,156.0,52.01,0,0.0,76.033333333,43,86.9,45,43,0,45,0,0,0,245.70305917,245.70305917,0,华为,2017-10-20,4,1,4252,31,5,124,14,0,,,1,4,1,3,0,0,0,0,94,201801,0
13000001134,A00001134,A00001134,0101,2,22,09/13/2014,V0372801,05,30AAAAAA,0,12,0,164.12,41.62,44.4,0.0,0,95.65,0.0,16.95,0.0,239.62,130.92,31.2,0.0,298.750002,103,587.033328,180,103,0,180,0,0,0,12361.175923,12122.766086,238.40983676,苹果,2017-07-28,1,1,30024,31,11,4543,30,1,4,1,1,4,1,7,1,1,0,1,302,201803,0
13000001135,A00001135,A00001135,0101,2,28,01/19/2012,V0350500,01,40AAAAAA,0,11,0,54.6,0.0,18.3,0.0,0.3,53.15,0.0,16.95,0.0,47.5,0.0,11.4,0.0,154.11666667,124,86.316666667,96,124,0,96,0,0,0,188.75723075,188.75723075,0,维沃,2018-01-03,2,1,1187,12,2,61,7,0,,,1,1,1,,0,0,0,1,24,201801,0
13000001136,A00001136,A00001136,0101,2,21,06/27/2016,V0430100,02,200101AA,0,11,0,125.0,40.0,32.7,0.0,0,97.82,14.32,29.4,0.0,87.35,0.0,36.15,0.0,139.466666,143,113.61667,95,0,0,0,0,6,0,2595.0848922,2559.7727804,35.312111854,苹果,2017-10-30,2,1,23377,31,11,1804,24,3,234,2,0,,,8,0,1,0,0,105,201801,0
13000001137,A00001137,A00001137,0101,1,31,08/03/2017,V0142600,01,200101AA,0,11,0,46.5,0.0,0,0.0,0,46.2,0.0,0,0.0,46.1,0.0,0,0.0,427.316668,179,260.649998,126,0,0,0,0,35,0,6622.5211076,6622.5211076,0,三星,2018-03-10,2,1,29143,30,28,9306,30,1,74,14,1,3,3,12,0,1,0,0,89,201803,0
13000001138,A00001138,A00001138,0101,2,30,03/30/2015,V0110000,01,40AAAAAA,0,11,0,270.0,0.0,0,0.0,24,389.4,119.4,0,0.0,329.8,59.7,0,0.0,271.05,202,586.45,283,2,0,11,0,17,0,2305.2207307,2305.2207307,0,苹果,2017-09-27,6,1,19902,28,12,2710,16,0,,,0,,,7,0,0,0,0,450,201801,0
13000001139,A00001139,A00001139,0101,2,33,04/06/2012,V0420600,01,40AAAAAA,1,11,0,80.0,0.0,0,0.0,0,98.01,0.0,0,0.0,80.0,0.0,0,0.0,25.583333333,19,38.216666667,29,1,0,4,0,2,0,352.42920398,352.42920398,0,**,2015-09-07,1,1,1668,14,4,373,10,0,,,1,3,1,8,0,0,0,0,230,201803,0
13000001140,A00001140,A00001140,0101,1,47,01/19/2014,V0372401,01,40AAAAAA,1,11,0,111.0,0.0,0,0.0,3,114.0,0.0,0,0.0,111.1,0.0,0,0.0,213.65,145,229.25,133,0,0,0,0,5,0,2567.903306,2567.903306,0,苹果,2017-04-26,2,1,15821,31,5,1529,31,0,,,0,,,2,1,1,0,0,186,201801,0
13000001141,A00001141,A00001141,0101,2,37,12/03/2016,V0110000,01,30AAAAAA,0,11,0,49.23,9.93,0,0.0,0,94.12,9.97,37.05,0.0,56.54,9.99,5.55,0.0,108.666665,65,89.716667,72,0,0,0,0,0,0,1944.9046831,1915.2996854,29.604997634,维沃,2017-06-04,2,1,119283,31,7,5736,29,1,36,8,0,,,11,0,0,0,0,441,201801,0
13000001142,A00001142,A00001142,0101,1,26,04/02/2014,V0500000,01,30AAAAAA,0,11,0,258.97,59.97,0,0.0,0,233.52,2.92,0,0.0,186.32,5.12,0,0.0,12.283333,16,124.483334,37,0,0,0,0,0,0,18065.383948,17843.771485,221.61246299,苹果,2016-11-27,2,1,37136,31,12,3444,28,2,15,3,0,,,13,0,1,1,1,101,201801,0
13000001143,A00001143,A00001143,0101,2,21,08/07/2017,V0410100,01,40AAAAAA,0,11,0,68.1,26.0,20,0.0,3.1,85.1,28.0,34.2,0.0,79.0,31.1,27.9,0.0,142.31666667,103,120.85,106,78,0,64,0,18,0,40962.530269,40563.940802,398.58946708,魅族,2018-03-27,3,1,34730,23,34,16816,22,2,188,5,4,69,5,18,0,0,0,0,131,201803,0
13000001144,A00001144,A00001144,0101,1,34,10/19/2014,V0330200,01,40AAAAAA,0,11,0,221.47,0.27,0,0.0,15.2,386.6,235.4,0,0.0,391.0,240.0,0,0.0,199.36666667,142,213.41666667,146,0,0,0,0,24,0,4998.2821197,4994.9717235,3.31039619,苹果,2016-04-02,1,1,5016,23,11,222,12,0,,,2,11,3,6,0,1,0,1,119,201801,0
13000001145,A00001145,A00001145,0101,2,38,12/28/2011,V0610100,01,40AAAAAA,0,11,0,121.0,60.0,6.3,0.0,18.7,357.27,302.43,3.24,0.0,657.0,600.0,0,0.0,177.88333333,109,274.45,219,25,0,42,0,11,0,5746.7354507,5411.7515993,334.98385142,苹果,2017-04-19,3,1,12203,31,13,543,27,0,,,1,3,1,3,1,1,0,1,199,201803,0
13000001146,A00001146,A00001146,0101,1,31,12/26/2015,V0650100,01,40AAAAAA,0,11,0,66.0,0.0,0,0.0,0,126.0,22.01,0,0.0,44.2,0.0,0,0.0,410.86666667,298,347.01666667,251,0,0,0,0,54,0,771.20076754,771.20076754,0,三星,2018-03-22,2,1,7444,23,3,19,5,1,639,13,0,,,1,0,0,0,0,340,201803,0
13000001147,A00001147,A00001147,0101,2,36,12/06/2006,V0350100,01,40AAAAAA,0,11,0,33.5,0.0,7.5,0.0,0,84.1,0.0,0,0.0,39.8,6.9,6.9,0.0,116.28333333,63,129.86666667,138,0,0,0,0,0,0,830.54118728,830.54118728,0,维沃,2017-03-22,1,1,1020,17,1,2,2,0,,,0,,,1,0,0,0,0,65,201803,0
13000001148,A00001148,A00001148,0101,2,47,08/16/2015,V0370100,01,40AAAAAA,0,11,0,70.0,0.0,0,0.0,3,70.0,0.0,0,0.0,70.0,0.0,0,0.0,14.216666667,18,31.6,56,0,0,0,0,0,0,1101.8015365,1101.8015365,0,苹果,2017-11-11,2,1,9738,31,10,2244,30,1,233,10,4,1430,12,7,1,1,0,0,275,201801,0
13000001149,A00001149,A00001149,0101,2,23,11/19/2017,V0440100,01,40AAAAAA,0,11,0,32.1,27.6,1.05,0.0,0.25,32.3,14.45,0.85,0.0,13.2,6.4,0.5,0.0,14.9,12,24.7,19,4,0,11,0,2,0,16431.079304,15457.12518,973.95412446,苹果,2017-11-19,1,1,77649,31,19,13335,31,0,,,0,,,31,0,0,0,0,259,201801,0
13000001150,A00001150,A00001150,0101,1,21,03/10/2017,V0510800,01,40AAAAAA,0,11,0,96.0,51.7,20.6,0.0,4.7,127.2,29.3,30.9,0.0,116.2,34.5,45.3,0.0,129.76666667,131,100.91666667,108,0,0,0,0,8,0,57921.00614,56572.614209,1348.3919315,苹果,2017-03-10,1,1,23117,27,8,381,19,0,,,0,,,14,1,1,1,1,146,201803,0
13000001151,A00001151,A00001151,0101,2,29,09/28/2016,V0350500,01,200101AA,0,11,0,60.0,0.0,17.21,0.0,15.39,80.18,0.0,13.18,0.0,60.0,0.0,8.23,0.0,141.633339,97,305.966675,191,10,0,9,0,20,0,3995.923254,3995.923254,0,苹果,2018-01-23,6,1,3558,26,11,614,19,2,22,2,0,,,4,0,1,0,1,161,201803,0
13000001152,A00001152,A00001152,0101,2,26,10/17/2014,V0110000,01,40AAAAAA,1,11,0,186.1,60.0,0,0.0,0.1,173.4,47.4,0,0.0,296.0,120.0,0,0.0,154.2,45,232.98333333,66,0,0,0,0,8,0,2746.5266427,2554.0239028,192.50273991,苹果,2017-09-13,3,1,19865,29,10,1739,24,2,177,8,0,,,3,0,0,0,0,498,201803,0
13000001153,A00001153,A00001153,0101,2,24,08/28/2012,V0120000,01,30AAAAAA,0,11,0,80.5,0.0,34.5,0.0,0,56.75,0.0,10.75,0.0,61.25,0.0,15.25,0.0,118.516665,84,237.483331,179,0,0,0,0,17,0,10985.54758,10985.54758,0,苹果,2016-11-04,2,1,93635,30,24,11147,28,1,3,1,3,1392,5,11,0,1,0,0,498,201803,0
13000001154,A00001154,A00001154,0101,2,31,02/24/2013,V0110000,01,40AAAAAA,0,11,0,691.76,360.0,0,0.0,0,658.25,108.0,74.25,0.0,416.1,120.0,0,0.0,640.35,281,463.93333333,294,0,0,0,0,17,0,16900.648436,15663.738156,1236.9102802,苹果,2017-01-08,1,1,67485,27,11,4128,25,2,894,16,1,103,3,12,0,0,0,0,130,201801,0
13000001155,A00001155,A00001155,0101,2,28,07/25/2009,V0610100,01,40AAAAAA,1,11,0,156.0,0.0,0,0.0,0,171.0,0.0,0,0.0,171.0,0.0,0,0.0,144.08333333,32,134.9,104,0,0,0,0,9,0,650.76575281,650.76575281,0,Apple,2015-01-22,1,1,1183,19,7,111,12,0,,,0,,,1,1,1,1,1,47,201803,0
13000001156,A00001156,A00001156,0101,1,22,06/30/2016,V04601004,02,200101AA,0,11,0,132.6,60.0,50,0.0,5.2,101.3,30.0,50,0.0,62.3,40.0,0,0.0,466.966663,175,333.533339,185,0,0,0,0,6,0,3735.9511718,3510.0009765,225.95019531,苹果,2017-07-19,4,1,10608,31,11,1407,23,0,,,2,55,3,8,0,0,0,0,162,201801,0
13000001157,A00001157,A00001157,0101,2,27,11/28/2014,V0440100,01,40AAAAAA,0,11,0,198.0,0.0,0,0.0,0,198.0,0.0,0,0.0,198.1,0.0,0,0.0,154.26666667,82,154.48333333,105,37,0,34,0,24,0,60268.44907,60268.44907,0,苹果,2018-02-10,2,1,66110,31,15,9647,31,4,48,1,1,163,5,9,1,1,0,1,217,201803,0
13000001158,A00001158,A00001158,0101,1,32,03/20/2015,V0440400,05,30AAAAAA,0,12,0,63.17,21.32,24,0.0,7.35,43.1,24.8,7.2,0.0,70.65,29.15,8.85,0.0,124.733334,85,46.183332,48,59,0,33,0,22,0,769.04855442,763.984622,5.0639324188,华为,2016-08-26,1,1,13385,24,9,771,24,0,,,0,,,,0,1,0,1,152,201801,0
13000001159,A00001159,A00001159,0101,1,30,11/28/2015,V0520200,01,40AAAAAA,1,11,0,159.0,0.0,0,0.0,0,159.0,0.0,0,0.0,566.0,0.0,0,0.0,497.56666667,461,257.3,240,3,0,0,0,52,0,2750.7768726,2750.7768726,0,苹果,2016-04-28,1,1,4874,28,11,237,18,2,7,2,0,,,12,0,0,0,0,167,201802,0
13000001160,A00001160,A00001160,0101,1,26,10/28/2017,V0530100,01,40AAAAAA,0,11,0,106.7,35.7,0,0.0,12,95.41,24.41,0,0.0,60.4,18.65,0,0.0,57.233333333,30,110.96666667,61,10,0,35,0,0,0,19933.308857,19098.393355,834.91550253,苹果,2017-10-28,1,1,2487,8,3,125,5,1,19,1,0,,,4,0,0,0,0,270,201802,0
13000001161,A00001161,A00001161,0101,1,25,02/01/2018,V0320300,02,200101AA,0,11,0,20.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,苹果,2017-10-01,2,1,15512,27,22,3543,26,3,82,7,1,3,3,3,1,1,0,0,174,201802,0
13000001162,A00001162,A00001162,0101,2,26,08/07/2015,V0120000,04,30AAAAAA,0,12,0,65.0,0.0,0,0.0,0,65.0,0.0,0,0.0,65.0,0.0,0,0.0,79.083334,27,29.533331,30,0,0,0,0,16,0,766.748456,766.748456,0,苹果,2016-06-26,1,1,1573,14,11,1044,15,1,6,2,1,139,3,6,1,1,1,1,163,201801,0
13000001163,A00001163,A00001163,0101,1,26,09/26/2015,V0342900,01,40AAAAAA,0,11,0,6.0,0.0,0,0.0,0,6.0,0.0,0,0.0,6.0,0.0,0,0.0,0.1833333333,1,0.7833333333,3,1,0,3,0,0,0,680.52765654,680.52765654,0,苹果,2017-05-14,2,1,314,3,4,22,1,0,,,0,,,,0,0,0,0,7,201801,0
13000001164,A00001164,A00001164,0101,1,35,08/31/2012,V0440300,01,40AAAAAA,0,11,0,38.84,0.0,0.6,0.0,0,40.3,0.0,0,0.0,38.72,0.0,0,0.0,111.1,74,69.95,44,71,0,41,0,3,0,403.2635393,403.2635393,0,小米,2018-02-19,1,1,4343,19,6,755,17,0,,,0,,,,0,0,0,0,24,201802,0
13000001165,A00001165,A00001165,0101,1,30,06/12/2017,V0370800,01,40AAAAAA,1,11,0,39.0,0.0,0,0.0,0,40.3,0.0,0,0.0,41.3,2.2,0,0.0,13.35,11,12.716666667,10,0,0,0,0,1,0,4235.6711187,4235.6711187,0,华为,2018-02-14,6,1,8615,10,4,274,9,1,7,3,0,,,2,0,1,0,0,155,201803,0
13000001166,A00001166,A00001166,0101,1,42,05/30/2013,V0412901,01,40AAAAAA,0,11,0,141.2,0.0,0,0.0,5.8,145.65,0.0,4.65,0.0,141.0,0.0,0,0.0,262.98333333,219,308.78333333,220,0,0,2,0,3,0,1811.226242,1811.226242,0,维沃,2017-07-26,5,1,2593,26,8,388,20,0,,,0,,,3,0,1,0,1,119,201802,0
13000001167,A00001167,A00001167,0101,2,30,08/19/2017,V0513000,01,40AAAAAA,0,11,0,74.9,0.0,38.3,0.0,0.6,115.8,50.0,29.4,0.0,116.5,30.0,50.4,0.0,350.81666667,240,300.63333333,287,0,0,0,0,5,0,3011.6578807,3011.6578807,0,苹果,2017-08-20,1,1,10637,28,11,794,14,2,68,2,2,3,1,2,1,1,0,0,230,201803,0
13000001168,A00001168,A00001168,0101,1,22,08/03/2017,V0120000,01,40AAAAAA,0,11,0,72.1,31.0,22,0.0,0,76.2,32.0,25.2,0.0,69.4,31.6,18.7,0.0,156.25,112,225.91666667,134,7,0,7,0,3,0,41171.868389,40885.581907,286.28648186,苹果,2017-08-05,1,1,74264,31,12,3015,29,1,10,8,3,74,6,5,0,0,0,0,1099,201801,0
13000001169,A00001169,A00001169,0101,1,24,05/30/2017,V0110000,01,40AAAAAA,0,11,0,43.0,0.0,0,0.0,7,77.5,36.5,0,0.0,51.2,10.0,0,0.0,31.266666667,13,107.38333333,38,13,0,38,0,0,0,1214.9118261,1198.9399757,15.9718504,欧珀,2017-05-30,1,1,60804,31,9,5963,24,1,34,1,0,,,8,0,0,0,0,127,201803,0
13000001170,A00001170,A00001170,0101,2,28,04/28/2014,V0630100,01,40AAAAAA,0,11,0,204.1,0.0,0,0.0,5.1,204.0,0.0,0,0.0,204.0,0.0,0,0.0,198.23333333,53,77.7,41,53,0,41,0,0,0,23105.479972,23105.479972,0,华为,2017-09-29,1,1,26181,28,7,8690,28,0,,,0,,,13,1,1,1,1,58,201802,0
13000001171,A00001171,A00001171,0101,1,26,08/08/2014,V0500000,01,30AAAAAA,1,11,0,30.0,0.0,0,0.0,0,30.0,0.0,0,0.0,30.0,0.0,0,0.0,25.666667,24,35.500002,27,0,0,0,0,0,0,441.17018699,200.81343269,240.3567543,苹果,2017-08-03,1,1,4669,26,5,185,14,2,5,1,0,,,1,0,0,0,0,65,201803,0
13000001172,A00001172,A00001172,0101,2,28,08/06/2017,V0110000,01,30AAAAAA,0,11,0,331.12,259.57,22.05,0.0,0,89.54,39.84,0,0.0,181.56,71.21,59.85,0.0,325.249996,204,322.966666,218,204,0,218,0,0,0,5295.0695695,4173.2375822,1121.8319873,苹果,2017-08-27,2,1,41116,31,9,4490,28,0,,,0,,,1,0,0,0,0,172,201803,0
13000001173,A00001173,A00001173,0107,,,09/03/2016,V0310000,05,30AAAAAA,0,12,0,57.16,0.0,21.06,0.0,0,71.48,0.0,35.28,0.0,75.52,8.46,30.96,0.0,230.466668,83,291.683332,72,43,0,41,0,28,0,2821.6904296,2821.6904296,0,苹果,2017-08-28,2,1,20573,27,12,2013,24,2,131,5,1,27,1,1,0,1,0,0,521,201803,0
13000001174,A00001174,A00001174,0101,2,34,04/13/2013,V0350100,01,30AAAAAA,0,11,0,92.25,0.0,0.25,0.0,6,98.75,0.0,6.75,0.0,92.25,0.0,0.25,0.0,90.016668,54,96.566669,91,0,0,0,0,5,0,227.89661312,227.89661312,0,苹果,2015-10-20,1,1,609,26,5,337,20,1,1,1,0,,,2,0,0,1,1,36,201801,0
13000001175,A00001175,A00001175,0101,1,28,05/14/2013,V0332600,01,200101AA,0,11,0,405.46,0.0,3.96,3.96,3,401.5,0.0,0,0.0,411.2,0.0,9.9,9.9,248.93334,239,370.566667,262,34,0,37,0,36,1,25138.4669,25138.4669,0,苹果,2016-12-25,2,1,9675,25,12,2414,23,1,3,2,2,102,5,8,0,0,0,0,312,201803,0
13000001176,A00001176,A00001176,0101,1,27,12/18/2010,V0330200,02,200101AA,0,11,0,168.63,146.03,1.4,0.0,6,186.74,153.74,12,0.0,235.75,210.0,4.65,0.0,29.816666,18,154.333333,83,0,0,0,0,0,0,13427.671676,12439.306724,988.36495208,苹果,2016-01-29,1,1,12171,20,8,359,14,2,137,5,0,,,7,0,0,0,1,446,201801,0
13000001177,A00001177,A00001177,0101,1,27,08/06/2014,V0610400,01,40AAAAAA,1,11,0,160.0,0.0,28.95,0.0,8,160.0,0.0,13.05,0.0,160.0,0.0,19.8,0.0,142.53333333,201,161.41666667,202,0,0,0,0,0,0,2287.5696267,2287.5696267,0,欧珀,2017-11-28,3,1,1100,14,6,124,11,0,,,0,,,,0,1,0,0,59,201803,0
